endereco,preco,condominio,tamanho_m2,quartos,banheiros,vagas
"Rua Mário Agostinelli, 105 - Jacarepaguá, Rio de Janeiro - RJ",700.000,1.361,"
                90
              ","3
","2
","1
"
"Rua Marquês de São Vicente, 512 - Gávea, Rio de Janeiro - RJ",2.250.000,1.840,"
                180
              ","4
","4
","1
"
"Rua Marquês de Olinda, 10 - Botafogo, Rio de Janeiro - RJ",430.000,480,"
                36
              ","1
","1
","--
"
"Rua Ibituruna, 89 - Maracanã, Rio de Janeiro - RJ",521.000,958,"
                65
              ","2
","1
","1
"
"Estrada da Cambota, 275 - Campo Grande, Rio de Janeiro - RJ",160.000,370,"
                45
              ","2
","1
","1
"
"Avenida Jarbas de Carvalho - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",550.000,710,"
                91
              ","3
","3
","1
"
"Rua Presidente Pedreira, 89 - Ingá, Niterói - RJ",Consulta,,"
                85-230
              ","2-3
","--
","--
"
"Rua Paissandu - Flamengo, Rio de Janeiro - RJ",1.500.000,,"
                138
              ","3
","3
","1
"
"Rua Moreira, 130 - Abolição, Rio de Janeiro - RJ",880.000,,"
                490
              ","4
","4
","10
"
"Rua Bela Floresta, 528 - Vargem Pequena, Rio de Janeiro - RJ",860.000,280,"
                220
              ","3
","4
","6
"
"Avenida Rainha Elizabeth da Bélgica, 201 - Copacabana, Rio de Janeiro - RJ",1.390.000,1.350,"
                120
              ","3
","2
","--
"
"Rua Macedo Sobrinho, 75 - Humaitá, Rio de Janeiro - RJ",1.590.000,2.000,"
                110
              ","3
","3
","2
"
"Rua Capitão Salomão, 30 - Humaitá, Rio de Janeiro - RJ",2.600.000,1.945,"
                170
              ","3
","4
","2
"
"Rua Voluntários da Pátria, 40 - Botafogo, Rio de Janeiro - RJ",1.800.000,,"
                108-229
              ","3-4
","3-4
","1-2
"
"Rua Mapendi, 730 - Taquara, Rio de Janeiro - RJ",389.900,570,"
                71
              ","3
","2
","1
"
"Avenida Tim Maia, 7375 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",520.000,700,"
                64
              ","2
","2
","1
"
"Rua Dias da Rocha, 45 - Copacabana, Rio de Janeiro - RJ",1.000.000,1.100,"
                80
              ","3
","3
","1
"
"Rua Conde de Bonfim, 850 - Tijuca, Rio de Janeiro - RJ",579.900,940,"
                85
              ","3
","3
","2
"
"Rua República do Peru - Copacabana, Rio de Janeiro - RJ",2.700.000,3.266,"
                340
              ","4
","4
","2
"
"Rua Voluntários da Pátria, 160 - Botafogo, Rio de Janeiro - RJ",720.000,920,"
                70
              ","3
","2
","--
"
"Rua Professor Gabizo, 146 - Tijuca, Rio de Janeiro - RJ",R$,,"
                74-234
              ","2-3
","2
","1-2
"
"Rua Cinco de Julho, 27 - Copacabana, Rio de Janeiro - RJ",1.650.000,2.500,"
                120
              ","3
","2
","1
"
"Rua Pedro Teles, 490 - Praça Seca, Rio de Janeiro - RJ",195.000,700,"
                59
              ","2
","1
","1
"
"Rua Homem de Melo, 55 - Tijuca, Rio de Janeiro - RJ",1.650.000,2.000,"
                146
              ","4
","4
","2
"
"Rua Domingos Ferreira, 183 - Copacabana, Rio de Janeiro - RJ",1.250.000,1.980,"
                168
              ","3
","4
","1
"
"Rua Jorge Rudge, 44 - Vila Isabel, Rio de Janeiro - RJ",420.000,770,"
                75
              ","2
","2
","1
"
"Caminho Cabunguí, 807 - Vargem Grande, Rio de Janeiro - RJ",405.000,200,"
                120
              ","3
","3
","--
"
"Rua Voluntários da Pátria, 40 - Botafogo, Rio de Janeiro - RJ",2.088.100,,"
                108-116
              ","3
","2
","3
"
"Rua Araguaia, 1475 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",790.000,1.200,"
                130
              ","4
","3
","2
"
"Rua Dias da Cruz, 202 - Méier, Rio de Janeiro - RJ",670.000,890,"
                89
              ","2
","2
","1
"
"Estrada do Pontal, 7290 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",759.000,1.334,"
                98
              ","3
","3
","2
"
"Rua Joaquim Martins, 395 - Encantado, Rio de Janeiro - RJ",260.000,,"
                89
              ","3
","2
","--
"
"Rua Procurador Machado Guimarães, 2 - Barra da Tijuca, Rio de Janeiro - RJ",2.980.000,,"
                757
              ","1
","6
","2
"
"Rua Araújo Pena, 75 - Tijuca, Rio de Janeiro - RJ",895.000,1.025,"
                90
              ","3
","2
","2
"
"Estrada do Guanumbi, 630 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",450.000,800,"
                81
              ","3
","2
","1
"
"Rua Mariz e Barros, 612 - Praça da Bandeira, Rio de Janeiro - RJ",899.000,,"
                89-115
              ","3-4
","3-4
","1-2
"
"Rua Belisário Távora, 221 - Laranjeiras, Rio de Janeiro - RJ",740.000,1.270,"
                61
              ","2
","2
","1
"
"Avenida Lúcio Costa, 6900 - Barra da Tijuca, Rio de Janeiro - RJ",910.000,1.539,"
                70
              ","1
","1
","1
"
"Rua Henry Ford - Tijuca, Rio de Janeiro - RJ",485.000,700,"
                78
              ","2
","2
","1
"
"Rua Antônio Cordeiro, 489 - Jacarepaguá, Rio de Janeiro - RJ",888.000,,"
                189
              ","3
","4
","2
"
"Estrada Pau-ferro, 155 - Pechincha, Rio de Janeiro - RJ",280.000,620,"
                57
              ","2
","2
","1
"
"Rua Marechal Jofre, 60 - Grajaú, Rio de Janeiro - RJ",630.000,850,"
                80
              ","2
","2
","1
"
"Rua Professor Álvaro Rodrigues, 277 - Botafogo, Rio de Janeiro - RJ",Consulta,,"
                92-145
              ","2-3
","3-4
","1-3
"
"Barra da Tijuca, Rio de Janeiro - RJ",580.000,946,"
                76
              ","1
","1
","1
"
"Rua Mário Agostinelli - Jacarepaguá, Rio de Janeiro - RJ",550.000,1.500,"
                96
              ","3
","3
","1
"
"Rua Cinco de Julho, 79 - Copacabana, Rio de Janeiro - RJ",4.500.000,3.200,"
                350
              ","7
","4
","1
"
"Travessa Cerqueira Lima, 185 - Riachuelo, Rio de Janeiro - RJ",280.000,732,"
                70
              ","2
","2
","1
"
"Rua Caruso, 5 - Tijuca, Rio de Janeiro - RJ",380.000,350,"
                70
              ","2
","1
","--
"
"Rua Macembu, 369 - Taquara, Rio de Janeiro - RJ",355.000,500,"
                61
              ","2
","2
","1
"
"Rua Pereira Nunes, 132 - Ingá, Niterói - RJ",Consulta,,"
                113-303
              ","3-4
","4
","2-3
"
"Avenida Lúcio Costa, 3646 - Barra da Tijuca, Rio de Janeiro - RJ",3.200.000,2.200,"
                156
              ","3
","4
","2
"
"Rua Assunção - Botafogo, Rio de Janeiro - RJ",2.600.000,2.400,"
                142
              ","4
","4
","2
"
"Rua Santa Clara, 177 - Copacabana, Rio de Janeiro - RJ",560.000,1.100,"
                38
              ","1
","1
","--
"
"Rua Omar Bandeira Ramidan Sobrinho, 325 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",548.000,850,"
                100
              ","1
","1
","1
"
"Boulevard Vinte e Oito de Setembro, 225 - Vila Isabel, Rio de Janeiro - RJ",480.000,663,"
                63
              ","1
","2
","2
"
"Avenida Marechal Fontenelle, 4553 - Jardim Sulacap, Rio de Janeiro - RJ",450.000,,"
                223
              ","3
","2
","2
"
"Rua Pereira Nunes, 132 - Ingá, Niterói - RJ",999.000,,"
                112-300
              ","3-4
","3-5
","2-3
"
"Rua do Catete, 200 - Catete, Rio de Janeiro - RJ",980.000,915,"
                77
              ","3
","2
","--
"
"Avenida Atlântica, 2946 - Copacabana, Rio de Janeiro - RJ",3.977.000,1.800,"
                155
              ","3
","3
","1
"
"Rua Barão de Itapagipe - Tijuca, Rio de Janeiro - RJ",799.000,1.050,"
                170
              ","3
","3
","2
"
"Rua Tavares Bastos, 29 - Catete, Rio de Janeiro - RJ",450.000,550,"
                54
              ","2
","1
","--
"
"Rua Vinte e Quatro de Maio, 859 - Engenho Novo, Rio de Janeiro - RJ",390.000,540,"
                110
              ","3
","3
","1
"
"Rua Euzebio Paulo de Oliveira, 280 - Guaratiba, Rio de Janeiro - RJ",349.000,,"
                180
              ","3
","4
","2
"
"Rua Professora Aurelia Pimentel Quaresma de Moura, 110 - Ingá, Niterói - RJ",R$,,"
                40-120
              ","1-3
","1-3
","1-3
"
"Rua Redentor - Ipanema, Rio de Janeiro - RJ",6.000.000,1.800,"
                200
              ","4
","4
","1
"
"Rua Professor Henrique Costa, 264 - Pechincha, Rio de Janeiro - RJ",660.000,823,"
                151
              ","3
","3
","2
"
"Rua Timóteo da Costa - Leblon, Rio de Janeiro - RJ",8.500.000,2.800,"
                400
              ","4
","3
","4
"
"Avenida Epitácio Pessoa - Ipanema, Rio de Janeiro - RJ",3.000.000,750,"
                71
              ","2
","2
","--
"
"Rua Sousa Franco, 215 - Vila Isabel, Rio de Janeiro - RJ",330.000,590,"
                70
              ","2
","2
","--
"
"Rua Aristides Caire - Méier, Rio de Janeiro - RJ",395.000,1.100,"
                110
              ","2
","3
","1
"
"Avenida Jorge Curi, 550 - Barra da Tijuca, Rio de Janeiro - RJ",360.000.000,1.560,"
                40
              ","--
","1
","1
"
"Rua Quinze de Novembro, 4 - Centro, Niterói - RJ",299.520,,"
                30-42
              ","--
","1
","--
"
"Rua Haddock Lobo, 145 - Rio Comprido, Rio de Janeiro - RJ",310.000,650,"
                60
              ","2
","1
","1
"
"Avenida Prefeito Dulcídio Cardoso, 1400 - Barra da Tijuca, Rio de Janeiro - RJ",2.700.000,2.200,"
                250
              ","4
","5
","3
"
"Estrada do Magarça, 1870 - Campo Grande, Rio de Janeiro - RJ",160.000,267,"
                50
              ","2
","1
","1
"
"Rua Tonelero - Copacabana, Rio de Janeiro - RJ",2.090.000,980,"
                130
              ","3
","3
","1
"
"Rua Frei Caneca - Estacio, Rio de Janeiro - RJ",250.000,175,"
                80
              ","2
","2
","--
"
"Rua Fernando de Santa Cruz, 460 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",3.500.000,1.000,"
                500
              ","5
","7
","--
"
"Rua Dona Mariana, 56 - Botafogo, Rio de Janeiro - RJ",621.806,,"
                41-137
              ","1-3
","1-3
","1
"
"Rua República do Peru, 35 - Copacabana, Rio de Janeiro - RJ",3.150.000,2.000,"
                230
              ","4
","4
","2
"
"Rua Desembargador Izidro - Tijuca, Rio de Janeiro - RJ",425.000,503,"
                50
              ","1
","2
","--
"
"Rua Pereira da Silva, 678 - Laranjeiras, Rio de Janeiro - RJ",460.000,362,"
                50
              ","2
","1
","--
"
"Rua Guarama, 335 - Rocha Miranda, Rio de Janeiro - RJ",250.000,,"
                80
              ","2
","1
","2
"
"Avenida Geremário Dantas, 1389 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",105.000,,"
                22
              ","--
","1
","1
"
"Avenida Pastor Martin Luther King Jr, 126 - Del Castilho, Rio de Janeiro - RJ",169.000,,"
                28
              ","--
","1
","1
"
"Rua Dona Mariana, 56 - Botafogo, Rio de Janeiro - RJ",R$,,"
                41-137
              ","1-3
","1-3
","--
"
"Estrada do Galeão, 1337 - Jardim Guanabara, Rio de Janeiro - RJ",80.000,,"
                30
              ","--
","1
","--
"
"Rua Colorado do Oeste, 0 - Campo Grande, Rio de Janeiro - RJ",400.000,,"
                102
              ","3
","2
","3
"
"Rua Marechal Jofre, 67 - Grajaú, Rio de Janeiro - RJ",495.000,800,"
                80
              ","2
","2
","1
"
"Avenida Lúcio Costa, 3150 - Barra da Tijuca, Rio de Janeiro - RJ",599.000,3.300,"
                55
              ","1
","1
","1
"
"Rua Francisco Muratori, 2 - Santa Teresa, Rio de Janeiro - RJ",315.000,702,"
                61
              ","3
","2
","--
"
"Avenida Flamboyants da Península, 155 - Barra da Tijuca, Rio de Janeiro - RJ",3.850.000,3.950,"
                280
              ","4
","6
","4
"
"Rua Dona Mariana, 65 - Botafogo, Rio de Janeiro - RJ",R$,,"
                74-209
              ","2-4
","2
","1
"
"Avenida Lúcio Costa, 2930 - Barra da Tijuca, Rio de Janeiro - RJ",5.800.000,5.200,"
                252
              ","4
","4
","3
"
"Rua Artur Araripe - Gávea, Rio de Janeiro - RJ",4.500.000,1.530,"
                142
              ","4
","3
","1
"
"Jacarepaguá, Rio de Janeiro - RJ",690.000,650,"
                250
              ","4
","5
","2
"
"Rua Filinto de Almeida, 45 - Cosme Velho, Rio de Janeiro - RJ",670.000,560,"
                62
              ","2
","2
","--
"
"Rua Gilberto Freire, 0 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",2.500.000,650,"
                600
              ","4
","2
","2
"
"Avenida João Cabral de Mello Neto, 850 - Barra da Tijuca, Rio de Janeiro - RJ",490.000,,"
                55
              ","--
","1
","1
"
"Rua Sorocaba, 176 - Botafogo, Rio de Janeiro - RJ",Consulta,,"
                94-136
              ","1-2
","1-2
","1-2
"
"Avenida das Américas, 19050 - Recreio Dos Bandeirantes, Rio de Janeiro - RJ",790.000,900,"
                172
              ","2
","2
","1
"
"Rua Silva Castro - Copacabana, Rio de Janeiro - RJ",692.000,858,"
                70
              ","2
","3
","--
"
"Rua Artur Araripe, 110 - Gávea, Rio de Janeiro - RJ",1.590.000,1.560,"
                120
              ","3
","3
","1
"
"Rua Olímpia Esteves, 111 - Padre Miguel, Rio de Janeiro - RJ",200.000,324,"
                56
              ","2
","1
","1
"
"Rua Buarque de Macedo, 70 - Flamengo, Rio de Janeiro - RJ",260.000,480,"
                25
              ","1
","1
","--
"
"Rua General Dionísio, 38 - Humaitá, Rio de Janeiro - RJ",1.300.000,1.273,"
                85
              ","2
","2
","1
"
"Avenida das Américas, 10003 - Barra da Tijuca, Rio de Janeiro - RJ",3.280.000,,"
                194
              ","4
","6
","3
"
"Avenida Lauro Sodré, 150 - Botafogo, Rio de Janeiro - RJ",R$,,"
                72-102
              ","2-3
","2
","1-2
"
"Rua Guilherme Veloso, 258 - Praça Seca, Rio de Janeiro - RJ",200.000,500,"
                100
              ","2
","2
","2
"
"Rua Barão de Mesquita, 1.091 - Grajaú, Rio de Janeiro - RJ",290.000,500,"
                52
              ","2
","1
","--
"
"Rua Dezenove de Fevereiro, 45 - Botafogo, Rio de Janeiro - RJ",1.580.000,,"
                105
              ","2
","2
","1
"
"Rua Imuta - Pechincha, Rio de Janeiro - RJ",380.000,450,"
                84
              ","3
","2
","1
"
"Rua do Bispo, 191 - Rio Comprido, Rio de Janeiro - RJ",550.000,700,"
                76
              ","3
","2
","1
"
"Rua Ati, Rua a - Tanque, Rio de Janeiro - RJ",520.000,,"
                360
              ","3
","3
","4
"
"Avenida Lauro Sodré, 150 - Botafogo, Rio de Janeiro - RJ",Consulta,,"
                72-339
              ","2-4
","1-2
","1-2
"
"Rua Timóteo da Costa, 600 - Leblon, Rio de Janeiro - RJ",2.850.000,2.000,"
                150
              ","3
","4
","3
"
"Rua Monsenhor Manuel Gomes, 145 - São Cristóvão, Rio de Janeiro - RJ",350.000,650,"
                54
              ","2
","2
","1
"
"Rua Sambaíba, 000 - Leblon, Rio de Janeiro - RJ",4.500.000,1.500,"
                153
              ","4
","2
","2
"
"Rua Pinto Teles, 614 - Praça Seca, Rio de Janeiro - RJ",213.000,450,"
                65
              ","2
","2
","1
"
"Rua Barão de Itambi, 34 - Botafogo, Rio de Janeiro - RJ",990.000,649,"
                75
              ","2
","3
","1
"
"Rua Ubaldino do Amaral, 15 - Centro, Rio de Janeiro - RJ",349.000,620,"
                38
              ","1
","1
","--
"
"Avenida Lauro Sodré, 150 - Botafogo, Rio de Janeiro - RJ",R$,,"
                96-283
              ","3-4
","3
","1-2
"
"Avenida Ayrton Senna, 270 - Barra da Tijuca, Rio de Janeiro - RJ",690.000,1.450,"
                91
              ","2
","2
","2
"
"Rua Hermenegildo de Barros, 35 - Santa Teresa, Rio de Janeiro - RJ",360.000,580,"
                35
              ","1
","1
","--
"
"Rua Visconde de Pirajá, 44 - Ipanema, Rio de Janeiro - RJ",1.900.000,1.500,"
                226
              ","4
","3
","--
"
"Rua Maria Luísa Pitanga, 85 - Barra da Tijuca, Rio de Janeiro - RJ",895.000,1.210,"
                116
              ","3
","2
","1
"
"Rua Fonte da Saudade, 170 - Lagoa, Rio de Janeiro - RJ",1.900.000,1.350,"
                120
              ","3
","3
","2
"
"Avenida São Josemaria Escrivá - Itanhangá, Rio de Janeiro - RJ",230.000,600,"
                65
              ","2
","1
","1
"
"Rua São Francisco Xavier, 162 - Tijuca, Rio de Janeiro - RJ",R$,,"
                64-87
              ","2-3
","2
","1
"
"Rua Professor Sílvio Elia, 351 - Vargem Pequena, Rio de Janeiro - RJ",229.000,300,"
                54
              ","2
","1
","1
"
"Estrada Pau-ferro - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",450.000,750,"
                65
              ","2
","2
","1
"
"Rua Baianópolis, s/n - Paciência, Rio de Janeiro - RJ",290.000,,"
                85
              ","2
","2
","4
"
"Estrada dos Três Rios, 1395 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",530.000,800,"
                70
              ","2
","3
","1
"
"Rua César Múzio, 62 - Vicente de Carvalho, Rio de Janeiro - RJ",270.000,150,"
                100
              ","2
","2
","1
"
"Rua Itabaiana, 146 - Grajaú, Rio de Janeiro - RJ",730.000,950,"
                108
              ","3
","3
","1
"
"Rua Paulo Barreto, 50 - Botafogo, Rio de Janeiro - RJ",1.339.440,,"
                78-162
              ","2-4
","2-4
","1
"
"Rua Domingos Ferreira, 187 - Copacabana, Rio de Janeiro - RJ",680.000,24.900,"
                46
              ","1
","1
","--
"
"Rua Severiano da Fonseca - Jardim Guanabara, Rio de Janeiro - RJ",650.000,457,"
                130
              ","2
","3
","1
"
"Estrada Porto Nacional - Bangu, Rio de Janeiro - RJ",149.000,30,"
                95
              ","4
","2
","--
"
"Rua Geminiano Gois, 1300 - Freguesia- Jacarepaguá, Rio de Janeiro - RJ",670.000,1.200,"
                143
              ","3
","3
","1
"
"Rua Senador Vergueiro, 92 - Flamengo, Rio de Janeiro - RJ",2.000.000,2.000,"
                200
              ","4
","2
","1
"
"Rua Nilson Resende, 91 - Taquara, Rio de Janeiro - RJ",930.000,200,"
                215
              ","3
","4
","1
"
"Rua Tangará, 537 - Bonsucesso, Rio de Janeiro - RJ",149.000,50,"
                92
              ","2
","1
","--
"
"Rua Voluntários da Pátria, s/n - Botafogo, Rio de Janeiro - RJ",R$,,"
                88-250
              ","2-4
","2
","1-2
"
"Rua Sabóia Lima, 132 - Tijuca, Rio de Janeiro - RJ",1.000.000,,"
                185
              ","7
","5
","4
"
